"PlotID","Subplot","Stand","Species","n_seed","n_sap"
29,"B","hemlock-hardwoods","Sugar maple",0,0
30,"B","hemlock-hardwoods","Sugar maple",0,0
31,"B","hemlock-hardwoods","Sugar maple",2,0
32,"B","pine-hardwoods","Sugar maple",0,0
33,"B","pine-hardwoods","Sugar maple",0,0
34,"B","hemlock-hardwoods","Sugar maple",0,0
35,"B","hemlock-hardwoods","Sugar maple",0,0
36,"B","hemlock-hardwoods","Sugar maple",2,0
37,"B","hemlock-hardwoods","Sugar maple",0,0
38,"B","hemlock-hardwoods","Sugar maple",0,0
39,"B","hemlock-hardwoods","Sugar maple",0,0
40,"B","hemlock-hardwoods","Sugar maple",1,0
41,"B","hemlock-hardwoods","Sugar maple",0,0
42,"B","hemlock-hardwoods","Sugar maple",0,0
43,"B","hemlock-hardwoods","Sugar maple",0,0
44,"B","pine-hardwoods","Sugar maple",0,0
45,"B","pine-hardwoods","Sugar maple",0,0
46,"B","pine-hardwoods","Sugar maple",0,0
47,"B","hemlock-hardwoods","Sugar maple",0,0
48,"B","hemlock-hardwoods","Sugar maple",0,0
49,"B","hemlock-hardwoods","Sugar maple",0,0
50,"B","hemlock-hardwoods","Sugar maple",0,0
51,"B","hemlock-hardwoods","Sugar maple",0,0
52,"B","pine-hardwoods","Sugar maple",0,0
53,"B","pine-hardwoods","Sugar maple",0,0
54,"B","hemlock-hardwoods","Sugar maple",0,0
55,"B","hemlock-hardwoods","Sugar maple",0,0
56,"B","hemlock-hardwoods","Sugar maple",0,0
57,"B","pine-hardwoods","Sugar maple",0,0
58,"B","hemlock-hardwoods","Sugar maple",0,0
59,"B","hemlock-hardwoods","Sugar maple",0,0
60,"B","hemlock-hardwoods","Sugar maple",0,0
1,"C","pine-hardwoods","Sugar maple",0,0
2,"C","pine-hardwoods","Sugar maple",0,0
3,"C","hemlock-hardwoods","Sugar maple",0,0
4,"C","hemlock-hardwoods","Sugar maple",0,0
5,"C","pine-hardwoods","Sugar maple",0,0
6,"C","pine-hardwoods","Sugar maple",0,0
7,"C","pine-hardwoods","Sugar maple",0,0
8,"C","pine-hardwoods","Sugar maple",0,0
9,"C","hemlock-hardwoods","Sugar maple",0,0
10,"C","hemlock-hardwoods","Sugar maple",0,0
11,"C","hemlock-hardwoods","Sugar maple",0,0
12,"C","hemlock-hardwoods","Sugar maple",1,0
13,"C","hemlock-hardwoods","Sugar maple",0,0
14,"C","hemlock-hardwoods","Sugar maple",0,0
15,"C","hemlock-hardwoods","Sugar maple",0,0
16,"C","hemlock-hardwoods","Sugar maple",3,0
17,"C","hemlock-hardwoods","Sugar maple",0,0
18,"C","hemlock-hardwoods","Sugar maple",0,0
19,"C","hemlock-hardwoods","Sugar maple",0,0
20,"C","hemlock-hardwoods","Sugar maple",0,0
21,"C","hemlock-hardwoods","Sugar maple",0,0
22,"C","hemlock-hardwoods","Sugar maple",1,1
23,"C","hemlock-hardwoods","Sugar maple",0,0
24,"C","hemlock-hardwoods","Sugar maple",0,0
25,"C","hemlock-hardwoods","Sugar maple",0,0
26,"C","hemlock-hardwoods","Sugar maple",0,0
27,"C","hemlock-hardwoods","Sugar maple",0,0
28,"C","hemlock-hardwoods","Sugar maple",0,0
29,"C","hemlock-hardwoods","Sugar maple",0,0
30,"C","hemlock-hardwoods","Sugar maple",0,0
31,"C","hemlock-hardwoods","Sugar maple",0,0
32,"C","pine-hardwoods","Sugar maple",0,0
33,"C","pine-hardwoods","Sugar maple",0,0
34,"C","hemlock-hardwoods","Sugar maple",0,0
35,"C","hemlock-hardwoods","Sugar maple",1,0
36,"C","hemlock-hardwoods","Sugar maple",0,0
37,"C","hemlock-hardwoods","Sugar maple",0,0
38,"C","hemlock-hardwoods","Sugar maple",0,0
39,"C","hemlock-hardwoods","Sugar maple",0,0
40,"C","hemlock-hardwoods","Sugar maple",2,0
41,"C","hemlock-hardwoods","Sugar maple",0,0
42,"C","hemlock-hardwoods","Sugar maple",0,0
43,"C","hemlock-hardwoods","Sugar maple",0,0
44,"C","pine-hardwoods","Sugar maple",0,0
45,"C","pine-hardwoods","Sugar maple",0,0
46,"C","pine-hardwoods","Sugar maple",0,0
47,"C","hemlock-hardwoods","Sugar maple",0,0
48,"C","hemlock-hardwoods","Sugar maple",0,0
49,"C","hemlock-hardwoods","Sugar maple",0,0
50,"C","hemlock-hardwoods","Sugar maple",0,0
51,"C","hemlock-hardwoods","Sugar maple",0,0
52,"C","pine-hardwoods","Sugar maple",0,0
53,"C","pine-hardwoods","Sugar maple",0,0
54,"C","hemlock-hardwoods","Sugar maple",0,0
55,"C","hemlock-hardwoods","Sugar maple",0,0
56,"C","hemlock-hardwoods","Sugar maple",0,0
57,"C","pine-hardwoods","Sugar maple",0,0
58,"C","hemlock-hardwoods","Sugar maple",0,0
59,"C","hemlock-hardwoods","Sugar maple",0,0
60,"C","hemlock-hardwoods","Sugar maple",0,0
1,"A","pine-hardwoods","Unknown",0,0
2,"A","pine-hardwoods","Unknown",0,0
3,"A","hemlock-hardwoods","Unknown",0,0
4,"A","hemlock-hardwoods","Unknown",0,0
5,"A","pine-hardwoods","Unknown",0,0
6,"A","pine-hardwoods","Unknown",0,1
7,"A","pine-hardwoods","Unknown",0,0
8,"A","pine-hardwoods","Unknown",0,1
9,"A","hemlock-hardwoods","Unknown",0,0
10,"A","hemlock-hardwoods","Unknown",0,1
11,"A","hemlock-hardwoods","Unknown",0,0
12,"A","hemlock-hardwoods","Unknown",0,0
13,"A","hemlock-hardwoods","Unknown",0,0
14,"A","hemlock-hardwoods","Unknown",0,0
15,"A","hemlock-hardwoods","Unknown",0,0
16,"A","hemlock-hardwoods","Unknown",0,0
17,"A","hemlock-hardwoods","Unknown",2,0
18,"A","hemlock-hardwoods","Unknown",2,0
19,"A","hemlock-hardwoods","Unknown",0,0
20,"A","hemlock-hardwoods","Unknown",0,0
21,"A","hemlock-hardwoods","Unknown",0,0
22,"A","hemlock-hardwoods","Unknown",0,0
23,"A","hemlock-hardwoods","Unknown",0,0
24,"A","hemlock-hardwoods","Unknown",0,0
25,"A","hemlock-hardwoods","Unknown",0,0
26,"A","hemlock-hardwoods","Unknown",0,0
27,"A","hemlock-hardwoods","Unknown",0,0
28,"A","hemlock-hardwoods","Unknown",0,0
29,"A","hemlock-hardwoods","Unknown",0,0
30,"A","hemlock-hardwoods","Unknown",0,0
31,"A","hemlock-hardwoods","Unknown",0,0
32,"A","pine-hardwoods","Unknown",0,0
33,"A","pine-hardwoods","Unknown",0,0
34,"A","hemlock-hardwoods","Unknown",0,0
35,"A","hemlock-hardwoods","Unknown",0,0
36,"A","hemlock-hardwoods","Unknown",0,0
37,"A","hemlock-hardwoods","Unknown",0,0
38,"A","hemlock-hardwoods","Unknown",0,0
39,"A","hemlock-hardwoods","Unknown",0,0
40,"A","hemlock-hardwoods","Unknown",0,0
41,"A","hemlock-hardwoods","Unknown",0,0
42,"A","hemlock-hardwoods","Unknown",0,0
43,"A","hemlock-hardwoods","Unknown",1,0
44,"A","pine-hardwoods","Unknown",2,0
45,"A","pine-hardwoods","Unknown",0,0
46,"A","pine-hardwoods","Unknown",0,0
47,"A","hemlock-hardwoods","Unknown",0,0
48,"A","hemlock-hardwoods","Unknown",0,0
49,"A","hemlock-hardwoods","Unknown",0,0
50,"A","hemlock-hardwoods","Unknown",0,0
51,"A","hemlock-hardwoods","Unknown",0,0
52,"A","pine-hardwoods","Unknown",1,0
53,"A","pine-hardwoods","Unknown",0,0
54,"A","hemlock-hardwoods","Unknown",0,0
55,"A","hemlock-hardwoods","Unknown",0,0
56,"A","hemlock-hardwoods","Unknown",0,0
57,"A","pine-hardwoods","Unknown",0,0
58,"A","hemlock-hardwoods","Unknown",17,0
59,"A","hemlock-hardwoods","Unknown",0,0
60,"A","hemlock-hardwoods","Unknown",0,0
1,"B","pine-hardwoods","Unknown",0,0
2,"B","pine-hardwoods","Unknown",0,0
3,"B","hemlock-hardwoods","Unknown",0,0
4,"B","hemlock-hardwoods","Unknown",0,0
5,"B","pine-hardwoods","Unknown",0,0
6,"B","pine-hardwoods","Unknown",0,0
7,"B","pine-hardwoods","Unknown",0,0
8,"B","pine-hardwoods","Unknown",1,0
9,"B","hemlock-hardwoods","Unknown",0,0
10,"B","hemlock-hardwoods","Unknown",1,0
11,"B","hemlock-hardwoods","Unknown",0,0
12,"B","hemlock-hardwoods","Unknown",0,0
13,"B","hemlock-hardwoods","Unknown",0,0
14,"B","hemlock-hardwoods","Unknown",0,0
15,"B","hemlock-hardwoods","Unknown",0,0
16,"B","hemlock-hardwoods","Unknown",0,0
17,"B","hemlock-hardwoods","Unknown",0,0
18,"B","hemlock-hardwoods","Unknown",0,0
19,"B","hemlock-hardwoods","Unknown",7,0
20,"B","hemlock-hardwoods","Unknown",0,0
21,"B","hemlock-hardwoods","Unknown",0,0
22,"B","hemlock-hardwoods","Unknown",0,0
23,"B","hemlock-hardwoods","Unknown",0,0
24,"B","hemlock-hardwoods","Unknown",0,0
25,"B","hemlock-hardwoods","Unknown",0,0
26,"B","hemlock-hardwoods","Unknown",0,0
27,"B","hemlock-hardwoods","Unknown",0,0
28,"B","hemlock-hardwoods","Unknown",0,0
29,"B","hemlock-hardwoods","Unknown",0,0
30,"B","hemlock-hardwoods","Unknown",0,0
31,"B","hemlock-hardwoods","Unknown",0,0
32,"B","pine-hardwoods","Unknown",0,0
33,"B","pine-hardwoods","Unknown",0,0
34,"B","hemlock-hardwoods","Unknown",0,0
35,"B","hemlock-hardwoods","Unknown",0,0
36,"B","hemlock-hardwoods","Unknown",0,0
37,"B","hemlock-hardwoods","Unknown",0,0
38,"B","hemlock-hardwoods","Unknown",0,0
39,"B","hemlock-hardwoods","Unknown",0,0
40,"B","hemlock-hardwoods","Unknown",0,0
41,"B","hemlock-hardwoods","Unknown",0,0
42,"B","hemlock-hardwoods","Unknown",0,0
43,"B","hemlock-hardwoods","Unknown",0,0
44,"B","pine-hardwoods","Unknown",0,0
45,"B","pine-hardwoods","Unknown",0,0
46,"B","pine-hardwoods","Unknown",0,0
47,"B","hemlock-hardwoods","Unknown",0,0
48,"B","hemlock-hardwoods","Unknown",0,0
49,"B","hemlock-hardwoods","Unknown",0,0
50,"B","hemlock-hardwoods","Unknown",1,0
51,"B","hemlock-hardwoods","Unknown",0,0
52,"B","pine-hardwoods","Unknown",0,0
53,"B","pine-hardwoods","Unknown",0,0
54,"B","hemlock-hardwoods","Unknown",0,0
55,"B","hemlock-hardwoods","Unknown",0,0
56,"B","hemlock-hardwoods","Unknown",0,0
57,"B","pine-hardwoods","Unknown",0,0
58,"B","hemlock-hardwoods","Unknown",0,0
59,"B","hemlock-hardwoods","Unknown",0,0
60,"B","hemlock-hardwoods","Unknown",0,0
1,"C","pine-hardwoods","Unknown",0,1
2,"C","pine-hardwoods","Unknown",0,0
3,"C","hemlock-hardwoods","Unknown",0,0
4,"C","hemlock-hardwoods","Unknown",0,0
5,"C","pine-hardwoods","Unknown",0,0
6,"C","pine-hardwoods","Unknown",0,0
7,"C","pine-hardwoods","Unknown",0,0
8,"C","pine-hardwoods","Unknown",3,0
9,"C","hemlock-hardwoods","Unknown",1,0
10,"C","hemlock-hardwoods","Unknown",0,0
11,"C","hemlock-hardwoods","Unknown",0,0
12,"C","hemlock-hardwoods","Unknown",0,0
13,"C","hemlock-hardwoods","Unknown",0,0
14,"C","hemlock-hardwoods","Unknown",0,0
15,"C","hemlock-hardwoods","Unknown",0,0
16,"C","hemlock-hardwoods","Unknown",0,0
17,"C","hemlock-hardwoods","Unknown",1,0
18,"C","hemlock-hardwoods","Unknown",0,0
19,"C","hemlock-hardwoods","Unknown",0,0
20,"C","hemlock-hardwoods","Unknown",18,2
21,"C","hemlock-hardwoods","Unknown",0,0
22,"C","hemlock-hardwoods","Unknown",0,0
23,"C","hemlock-hardwoods","Unknown",0,0
24,"C","hemlock-hardwoods","Unknown",0,0
25,"C","hemlock-hardwoods","Unknown",0,0
26,"C","hemlock-hardwoods","Unknown",0,0
27,"C","hemlock-hardwoods","Unknown",0,0
28,"C","hemlock-hardwoods","Unknown",1,0
29,"C","hemlock-hardwoods","Unknown",0,0
30,"C","hemlock-hardwoods","Unknown",0,0
31,"C","hemlock-hardwoods","Unknown",0,0
32,"C","pine-hardwoods","Unknown",0,0
33,"C","pine-hardwoods","Unknown",0,0
34,"C","hemlock-hardwoods","Unknown",0,0
35,"C","hemlock-hardwoods","Unknown",0,0
36,"C","hemlock-hardwoods","Unknown",0,0
37,"C","hemlock-hardwoods","Unknown",0,0
38,"C","hemlock-hardwoods","Unknown",0,0
39,"C","hemlock-hardwoods","Unknown",0,0
40,"C","hemlock-hardwoods","Unknown",0,0
41,"C","hemlock-hardwoods","Unknown",0,0
42,"C","hemlock-hardwoods","Unknown",0,0
43,"C","hemlock-hardwoods","Unknown",0,0
44,"C","pine-hardwoods","Unknown",0,0
45,"C","pine-hardwoods","Unknown",0,0
46,"C","pine-hardwoods","Unknown",0,0
47,"C","hemlock-hardwoods","Unknown",0,0
48,"C","hemlock-hardwoods","Unknown",0,0
49,"C","hemlock-hardwoods","Unknown",0,0
50,"C","hemlock-hardwoods","Unknown",0,0
51,"C","hemlock-hardwoods","Unknown",0,0
52,"C","pine-hardwoods","Unknown",0,0
53,"C","pine-hardwoods","Unknown",0,0
54,"C","hemlock-hardwoods","Unknown",0,0
55,"C","hemlock-hardwoods","Unknown",0,0
56,"C","hemlock-hardwoods","Unknown",0,0
57,"C","pine-hardwoods","Unknown",0,0
58,"C","hemlock-hardwoods","Unknown",0,0
59,"C","hemlock-hardwoods","Unknown",0,0
60,"C","hemlock-hardwoods","Unknown",0,0
1,"A","pine-hardwoods","White ash",0,0
2,"A","pine-hardwoods","White ash",0,0
3,"A","hemlock-hardwoods","White ash",0,0
4,"A","hemlock-hardwoods","White ash",0,0
5,"A","pine-hardwoods","White ash",0,0
6,"A","pine-hardwoods","White ash",0,0
7,"A","pine-hardwoods","White ash",0,0
8,"A","pine-hardwoods","White ash",0,0
9,"A","hemlock-hardwoods","White ash",0,0
10,"A","hemlock-hardwoods","White ash",0,0
11,"A","hemlock-hardwoods","White ash",0,0
12,"A","hemlock-hardwoods","White ash",0,0
13,"A","hemlock-hardwoods","White ash",0,0
14,"A","hemlock-hardwoods","White ash",0,0
15,"A","hemlock-hardwoods","White ash",0,0
16,"A","hemlock-hardwoods","White ash",0,0
17,"A","hemlock-hardwoods","White ash",0,0
18,"A","hemlock-hardwoods","White ash",0,0
19,"A","hemlock-hardwoods","White ash",0,0
20,"A","hemlock-hardwoods","White ash",0,0
21,"A","hemlock-hardwoods","White ash",0,0
22,"A","hemlock-hardwoods","White ash",0,0
23,"A","hemlock-hardwoods","White ash",0,0
24,"A","hemlock-hardwoods","White ash",0,0
25,"A","hemlock-hardwoods","White ash",0,0
26,"A","hemlock-hardwoods","White ash",0,0
27,"A","hemlock-hardwoods","White ash",0,0
28,"A","hemlock-hardwoods","White ash",0,0
29,"A","hemlock-hardwoods","White ash",0,0
30,"A","hemlock-hardwoods","White ash",0,0
31,"A","hemlock-hardwoods","White ash",0,0
32,"A","pine-hardwoods","White ash",0,0
33,"A","pine-hardwoods","White ash",0,0
34,"A","hemlock-hardwoods","White ash",0,0
35,"A","hemlock-hardwoods","White ash",0,0
36,"A","hemlock-hardwoods","White ash",0,0
37,"A","hemlock-hardwoods","White ash",0,0
38,"A","hemlock-hardwoods","White ash",0,0
39,"A","hemlock-hardwoods","White ash",0,0
40,"A","hemlock-hardwoods","White ash",0,0
41,"A","hemlock-hardwoods","White ash",0,0
42,"A","hemlock-hardwoods","White ash",0,0
43,"A","hemlock-hardwoods","White ash",0,0
44,"A","pine-hardwoods","White ash",0,0
45,"A","pine-hardwoods","White ash",0,0
46,"A","pine-hardwoods","White ash",0,0
47,"A","hemlock-hardwoods","White ash",0,0
48,"A","hemlock-hardwoods","White ash",0,0
49,"A","hemlock-hardwoods","White ash",0,0
50,"A","hemlock-hardwoods","White ash",0,0
51,"A","hemlock-hardwoods","White ash",0,0
52,"A","pine-hardwoods","White ash",0,0
53,"A","pine-hardwoods","White ash",0,0
54,"A","hemlock-hardwoods","White ash",0,0
55,"A","hemlock-hardwoods","White ash",0,0
56,"A","hemlock-hardwoods","White ash",0,0
57,"A","pine-hardwoods","White ash",0,0
58,"A","hemlock-hardwoods","White ash",0,0
59,"A","hemlock-hardwoods","White ash",0,0
60,"A","hemlock-hardwoods","White ash",0,0
1,"B","pine-hardwoods","White ash",0,0
2,"B","pine-hardwoods","White ash",0,0
3,"B","hemlock-hardwoods","White ash",0,0
4,"B","hemlock-hardwoods","White ash",0,0
5,"B","pine-hardwoods","White ash",0,0
6,"B","pine-hardwoods","White ash",0,0
7,"B","pine-hardwoods","White ash",0,0
8,"B","pine-hardwoods","White ash",0,0
9,"B","hemlock-hardwoods","White ash",0,0
10,"B","hemlock-hardwoods","White ash",0,0
11,"B","hemlock-hardwoods","White ash",0,0
12,"B","hemlock-hardwoods","White ash",0,0
13,"B","hemlock-hardwoods","White ash",0,0
14,"B","hemlock-hardwoods","White ash",0,0
15,"B","hemlock-hardwoods","White ash",0,0
16,"B","hemlock-hardwoods","White ash",0,0
17,"B","hemlock-hardwoods","White ash",0,0
18,"B","hemlock-hardwoods","White ash",0,0
19,"B","hemlock-hardwoods","White ash",0,0
20,"B","hemlock-hardwoods","White ash",0,0
21,"B","hemlock-hardwoods","White ash",0,0
22,"B","hemlock-hardwoods","White ash",0,0
23,"B","hemlock-hardwoods","White ash",0,0
24,"B","hemlock-hardwoods","White ash",0,0
25,"B","hemlock-hardwoods","White ash",0,0
26,"B","hemlock-hardwoods","White ash",0,0
27,"B","hemlock-hardwoods","White ash",0,0
28,"B","hemlock-hardwoods","White ash",0,0
29,"B","hemlock-hardwoods","White ash",0,0
30,"B","hemlock-hardwoods","White ash",0,0
31,"B","hemlock-hardwoods","White ash",0,0
32,"B","pine-hardwoods","White ash",0,0
33,"B","pine-hardwoods","White ash",0,0
34,"B","hemlock-hardwoods","White ash",0,0
35,"B","hemlock-hardwoods","White ash",0,0
36,"B","hemlock-hardwoods","White ash",0,0
37,"B","hemlock-hardwoods","White ash",0,0
38,"B","hemlock-hardwoods","White ash",0,0
39,"B","hemlock-hardwoods","White ash",0,0
40,"B","hemlock-hardwoods","White ash",1,0
41,"B","hemlock-hardwoods","White ash",0,0
42,"B","hemlock-hardwoods","White ash",0,0
43,"B","hemlock-hardwoods","White ash",0,0
44,"B","pine-hardwoods","White ash",0,0
45,"B","pine-hardwoods","White ash",0,0
46,"B","pine-hardwoods","White ash",0,0
47,"B","hemlock-hardwoods","White ash",0,0
48,"B","hemlock-hardwoods","White ash",0,0
49,"B","hemlock-hardwoods","White ash",0,0
50,"B","hemlock-hardwoods","White ash",0,0
51,"B","hemlock-hardwoods","White ash",0,0
52,"B","pine-hardwoods","White ash",0,0
53,"B","pine-hardwoods","White ash",0,0
54,"B","hemlock-hardwoods","White ash",0,0
55,"B","hemlock-hardwoods","White ash",0,0
56,"B","hemlock-hardwoods","White ash",0,0
57,"B","pine-hardwoods","White ash",0,0
58,"B","hemlock-hardwoods","White ash",0,0
59,"B","hemlock-hardwoods","White ash",0,0
60,"B","hemlock-hardwoods","White ash",0,0
1,"C","pine-hardwoods","White ash",0,0
2,"C","pine-hardwoods","White ash",0,0
3,"C","hemlock-hardwoods","White ash",2,0
4,"C","hemlock-hardwoods","White ash",0,0
5,"C","pine-hardwoods","White ash",0,0
6,"C","pine-hardwoods","White ash",0,0
7,"C","pine-hardwoods","White ash",0,0
8,"C","pine-hardwoods","White ash",0,0
9,"C","hemlock-hardwoods","White ash",0,0
10,"C","hemlock-hardwoods","White ash",0,0
11,"C","hemlock-hardwoods","White ash",0,0
12,"C","hemlock-hardwoods","White ash",0,0
13,"C","hemlock-hardwoods","White ash",0,0
14,"C","hemlock-hardwoods","White ash",0,0
15,"C","hemlock-hardwoods","White ash",0,0
16,"C","hemlock-hardwoods","White ash",0,0
17,"C","hemlock-hardwoods","White ash",0,0
18,"C","hemlock-hardwoods","White ash",0,0
19,"C","hemlock-hardwoods","White ash",0,0
20,"C","hemlock-hardwoods","White ash",0,0
21,"C","hemlock-hardwoods","White ash",0,0
22,"C","hemlock-hardwoods","White ash",0,0
23,"C","hemlock-hardwoods","White ash",0,0
24,"C","hemlock-hardwoods","White ash",0,0
25,"C","hemlock-hardwoods","White ash",0,0
26,"C","hemlock-hardwoods","White ash",0,0
27,"C","hemlock-hardwoods","White ash",0,0
28,"C","hemlock-hardwoods","White ash",0,0
29,"C","hemlock-hardwoods","White ash",0,0
30,"C","hemlock-hardwoods","White ash",0,0
31,"C","hemlock-hardwoods","White ash",0,0
32,"C","pine-hardwoods","White ash",0,0
33,"C","pine-hardwoods","White ash",0,0
34,"C","hemlock-hardwoods","White ash",0,0
35,"C","hemlock-hardwoods","White ash",0,0
36,"C","hemlock-hardwoods","White ash",0,0
37,"C","hemlock-hardwoods","White ash",0,0
38,"C","hemlock-hardwoods","White ash",0,0
39,"C","hemlock-hardwoods","White ash",0,0
40,"C","hemlock-hardwoods","White ash",0,0
41,"C","hemlock-hardwoods","White ash",0,0
42,"C","hemlock-hardwoods","White ash",0,0
43,"C","hemlock-hardwoods","White ash",0,0
44,"C","pine-hardwoods","White ash",0,0
45,"C","pine-hardwoods","White ash",0,0
46,"C","pine-hardwoods","White ash",0,0
47,"C","hemlock-hardwoods","White ash",0,0
48,"C","hemlock-hardwoods","White ash",0,0
49,"C","hemlock-hardwoods","White ash",0,0
50,"C","hemlock-hardwoods","White ash",0,0
51,"C","hemlock-hardwoods","White ash",0,0
52,"C","pine-hardwoods","White ash",0,0
53,"C","pine-hardwoods","White ash",0,0
54,"C","hemlock-hardwoods","White ash",0,0
55,"C","hemlock-hardwoods","White ash",0,0
56,"C","hemlock-hardwoods","White ash",0,0
57,"C","pine-hardwoods","White ash",1,0
58,"C","hemlock-hardwoods","White ash",0,0
59,"C","hemlock-hardwoods","White ash",0,0
60,"C","hemlock-hardwoods","White ash",0,0
1,"A","pine-hardwoods","White oak",0,0
2,"A","pine-hardwoods","White oak",0,0
3,"A","hemlock-hardwoods","White oak",0,0
4,"A","hemlock-hardwoods","White oak",0,0
5,"A","pine-hardwoods","White oak",0,0
6,"A","pine-hardwoods","White oak",0,0
7,"A","pine-hardwoods","White oak",0,0
8,"A","pine-hardwoods","White oak",0,0
9,"A","hemlock-hardwoods","White oak",0,0
10,"A","hemlock-hardwoods","White oak",0,0
11,"A","hemlock-hardwoods","White oak",0,0
12,"A","hemlock-hardwoods","White oak",0,0
13,"A","hemlock-hardwoods","White oak",0,0
14,"A","hemlock-hardwoods","White oak",0,0
15,"A","hemlock-hardwoods","White oak",0,0
16,"A","hemlock-hardwoods","White oak",0,0
17,"A","hemlock-hardwoods","White oak",0,0
18,"A","hemlock-hardwoods","White oak",0,0
19,"A","hemlock-hardwoods","White oak",0,0
20,"A","hemlock-hardwoods","White oak",0,0
21,"A","hemlock-hardwoods","White oak",0,0
22,"A","hemlock-hardwoods","White oak",0,0
23,"A","hemlock-hardwoods","White oak",0,0
24,"A","hemlock-hardwoods","White oak",0,0
25,"A","hemlock-hardwoods","White oak",0,0
26,"A","hemlock-hardwoods","White oak",0,0
27,"A","hemlock-hardwoods","White oak",0,0
28,"A","hemlock-hardwoods","White oak",0,0
29,"A","hemlock-hardwoods","White oak",0,0
30,"A","hemlock-hardwoods","White oak",0,0
31,"A","hemlock-hardwoods","White oak",0,0
32,"A","pine-hardwoods","White oak",0,0
33,"A","pine-hardwoods","White oak",0,0
34,"A","hemlock-hardwoods","White oak",0,0
35,"A","hemlock-hardwoods","White oak",0,0
36,"A","hemlock-hardwoods","White oak",0,0
37,"A","hemlock-hardwoods","White oak",0,0
38,"A","hemlock-hardwoods","White oak",0,0
39,"A","hemlock-hardwoods","White oak",0,0
40,"A","hemlock-hardwoods","White oak",0,0
41,"A","hemlock-hardwoods","White oak",0,0
42,"A","hemlock-hardwoods","White oak",0,0
43,"A","hemlock-hardwoods","White oak",0,0
44,"A","pine-hardwoods","White oak",0,0
45,"A","pine-hardwoods","White oak",0,0
46,"A","pine-hardwoods","White oak",0,0
47,"A","hemlock-hardwoods","White oak",0,0
48,"A","hemlock-hardwoods","White oak",0,0
49,"A","hemlock-hardwoods","White oak",0,0
50,"A","hemlock-hardwoods","White oak",0,0
51,"A","hemlock-hardwoods","White oak",0,0
52,"A","pine-hardwoods","White oak",0,0
53,"A","pine-hardwoods","White oak",0,0
54,"A","hemlock-hardwoods","White oak",0,0
55,"A","hemlock-hardwoods","White oak",0,0
56,"A","hemlock-hardwoods","White oak",0,0
57,"A","pine-hardwoods","White oak",0,0
58,"A","hemlock-hardwoods","White oak",0,0
59,"A","hemlock-hardwoods","White oak",0,0
60,"A","hemlock-hardwoods","White oak",0,0
1,"B","pine-hardwoods","White oak",0,0
2,"B","pine-hardwoods","White oak",0,0
3,"B","hemlock-hardwoods","White oak",0,0
4,"B","hemlock-hardwoods","White oak",0,0
5,"B","pine-hardwoods","White oak",0,0
6,"B","pine-hardwoods","White oak",0,0
7,"B","pine-hardwoods","White oak",0,0
8,"B","pine-hardwoods","White oak",0,0
9,"B","hemlock-hardwoods","White oak",0,0
10,"B","hemlock-hardwoods","White oak",0,0
11,"B","hemlock-hardwoods","White oak",0,0
12,"B","hemlock-hardwoods","White oak",0,1
13,"B","hemlock-hardwoods","White oak",0,0
14,"B","hemlock-hardwoods","White oak",0,0
15,"B","hemlock-hardwoods","White oak",0,0
16,"B","hemlock-hardwoods","White oak",0,0
17,"B","hemlock-hardwoods","White oak",0,0
18,"B","hemlock-hardwoods","White oak",0,0
19,"B","hemlock-hardwoods","White oak",0,0
20,"B","hemlock-hardwoods","White oak",0,0
21,"B","hemlock-hardwoods","White oak",0,0
22,"B","hemlock-hardwoods","White oak",0,0
23,"B","hemlock-hardwoods","White oak",0,0
24,"B","hemlock-hardwoods","White oak",0,0
25,"B","hemlock-hardwoods","White oak",0,0
26,"B","hemlock-hardwoods","White oak",0,0
27,"B","hemlock-hardwoods","White oak",0,0
28,"B","hemlock-hardwoods","White oak",0,0
29,"B","hemlock-hardwoods","White oak",0,0
30,"B","hemlock-hardwoods","White oak",0,0
31,"B","hemlock-hardwoods","White oak",0,0
32,"B","pine-hardwoods","White oak",0,0
33,"B","pine-hardwoods","White oak",0,0
34,"B","hemlock-hardwoods","White oak",0,0
35,"B","hemlock-hardwoods","White oak",0,0
36,"B","hemlock-hardwoods","White oak",0,0
37,"B","hemlock-hardwoods","White oak",0,0
38,"B","hemlock-hardwoods","White oak",0,0
39,"B","hemlock-hardwoods","White oak",0,0
40,"B","hemlock-hardwoods","White oak",0,0
41,"B","hemlock-hardwoods","White oak",0,0
42,"B","hemlock-hardwoods","White oak",0,0
43,"B","hemlock-hardwoods","White oak",0,0
44,"B","pine-hardwoods","White oak",0,0
45,"B","pine-hardwoods","White oak",0,0
46,"B","pine-hardwoods","White oak",0,0
47,"B","hemlock-hardwoods","White oak",0,0
48,"B","hemlock-hardwoods","White oak",0,0
49,"B","hemlock-hardwoods","White oak",0,0
50,"B","hemlock-hardwoods","White oak",0,0
51,"B","hemlock-hardwoods","White oak",0,0
52,"B","pine-hardwoods","White oak",0,0
53,"B","pine-hardwoods","White oak",0,0
54,"B","hemlock-hardwoods","White oak",0,0
55,"B","hemlock-hardwoods","White oak",0,0
56,"B","hemlock-hardwoods","White oak",0,0
57,"B","pine-hardwoods","White oak",0,0
58,"B","hemlock-hardwoods","White oak",0,0
59,"B","hemlock-hardwoods","White oak",0,0
60,"B","hemlock-hardwoods","White oak",0,0
1,"C","pine-hardwoods","White oak",0,0
2,"C","pine-hardwoods","White oak",0,0
